date,region,candidate,party,voteshare,version
11/6/2012,Cape_Girardeau__MO,Obama,democrat,0.272370926195543,20191203
11/6/2012,Cape_Girardeau__MO,Romney,republican,0.710325904356591,20191203
11/6/2012,Cape_Girardeau__MO,Other,NA,0.0173031694478665,20191203
11/6/2012,Cape_May__NJ,Obama,democrat,0.451837015710083,20191203
11/6/2012,Cape_May__NJ,Romney,republican,0.5378773653794,20191203
11/6/2012,Cape_May__NJ,Other,NA,0.0102856189105172,20191203
11/6/2012,Carbon__MT,Obama,democrat,0.367088607594937,20191203
11/6/2012,Carbon__MT,Romney,republican,0.604344851180294,20191203
11/6/2012,Carbon__MT,Other,NA,0.0285665412247691,20191203
11/6/2012,Carbon__PA,Obama,democrat,0.452679723232086,20191203
11/6/2012,Carbon__PA,Romney,republican,0.527891794691373,20191203
11/6/2012,Carbon__PA,Other,NA,0.0194284820765412,20191203
11/6/2012,Carbon__UT,Obama,democrat,0.300647548566142,20191203
11/6/2012,Carbon__UT,Romney,republican,0.672657592176556,20191203
11/6/2012,Carbon__UT,Other,NA,0.0266948592573014,20191203
11/6/2012,Carbon__WY,Obama,democrat,0.324166538638808,20191203
11/6/2012,Carbon__WY,Romney,republican,0.637271470271931,20191203
11/6/2012,Carbon__WY,Other,NA,0.038561991089261,20191203
11/6/2012,Caribou__ID,Obama,democrat,0.126474442988204,20191203
11/6/2012,Caribou__ID,Romney,republican,0.854521625163827,20191203
11/6/2012,Caribou__ID,Other,NA,0.0190039318479685,20191203
11/6/2012,Carlisle__KY,Obama,democrat,0.286368843069874,20191203
11/6/2012,Carlisle__KY,Romney,republican,0.700649102710958,20191203
11/6/2012,Carlisle__KY,Other,NA,0.0129820542191676,20191203
11/6/2012,Carlton__MN,Obama,democrat,0.617758732913864,20191203
11/6/2012,Carlton__MN,Romney,republican,0.357235842916034,20191203
11/6/2012,Carlton__MN,Other,NA,0.025005424170102,20191203
11/6/2012,Caroline__MD,Obama,democrat,0.37208954106461,20191203
11/6/2012,Caroline__MD,Romney,republican,0.606273863891592,20191203
11/6/2012,Caroline__MD,Other,NA,0.0216365950437973,20191203
11/6/2012,Caroline__VA,Obama,democrat,0.53296220334017,20191203
11/6/2012,Caroline__VA,Romney,republican,0.450556694989745,20191203
11/6/2012,Caroline__VA,Other,NA,0.016481101670085,20191203
11/6/2012,Carroll__AR,Obama,democrat,0.362957870961406,20191203
11/6/2012,Carroll__AR,Romney,republican,0.601492683884906,20191203
11/6/2012,Carroll__AR,Other,NA,0.0355494451536875,20191203
11/6/2012,Carroll__GA,Obama,democrat,0.30537437724133,20191203
11/6/2012,Carroll__GA,Romney,republican,0.680642133384678,20191203
11/6/2012,Carroll__GA,Other,NA,0.0139834893739922,20191203
11/6/2012,Carroll__IA,Obama,democrat,0.463462619449129,20191203
11/6/2012,Carroll__IA,Romney,republican,0.524732996065205,20191203
11/6/2012,Carroll__IA,Other,NA,0.0118043844856661,20191203
11/6/2012,Carroll__IL,Obama,democrat,0.496209044137558,20191203
11/6/2012,Carroll__IL,Romney,republican,0.481316003249391,20191203
11/6/2012,Carroll__IL,Other,NA,0.0224749526130517,20191203
11/6/2012,Carroll__IN,Obama,democrat,0.337387964148528,20191203
11/6/2012,Carroll__IN,Romney,republican,0.640076824583867,20191203
11/6/2012,Carroll__IN,Other,NA,0.0225352112676056,20191203
11/6/2012,Carroll__KY,Obama,democrat,0.442663043478261,20191203
11/6/2012,Carroll__KY,Romney,republican,0.54320652173913,20191203
11/6/2012,Carroll__KY,Other,NA,0.0141304347826087,20191203
11/6/2012,Carroll__MD,Obama,democrat,0.319171540851764,20191203
11/6/2012,Carroll__MD,Romney,republican,0.648430360080424,20191203
11/6/2012,Carroll__MD,Other,NA,0.0323980990678121,20191203
11/6/2012,Carroll__MO,Obama,democrat,0.268122676579926,20191203
11/6/2012,Carroll__MO,Romney,republican,0.713754646840149,20191203
11/6/2012,Carroll__MO,Other,NA,0.0181226765799257,20191203
11/6/2012,Carroll__MS,Obama,democrat,0.334946595460614,20191203
11/6/2012,Carroll__MS,Romney,republican,0.660881174899866,20191203
11/6/2012,Carroll__MS,Other,NA,0.00417222963951936,20191203
11/6/2012,Carroll__NH,Obama,democrat,0.488843033016228,20191203
11/6/2012,Carroll__NH,Romney,republican,0.496887241186346,20191203
11/6/2012,Carroll__NH,Other,NA,0.0142697257974259,20191203
11/6/2012,Carroll__OH,Obama,democrat,0.417961091841351,20191203
11/6/2012,Carroll__OH,Romney,republican,0.551575931232092,20191203
11/6/2012,Carroll__OH,Other,NA,0.0304629769265571,20191203
11/6/2012,Carroll__TN,Obama,democrat,0.320246981844991,20191203
11/6/2012,Carroll__TN,Romney,republican,0.665837250023039,20191203
11/6/2012,Carroll__TN,Other,NA,0.0139157681319694,20191203
11/6/2012,Carroll__VA,Obama,democrat,0.28526087629664,20191203
11/6/2012,Carroll__VA,Romney,republican,0.676265675801208,20191203
11/6/2012,Carroll__VA,Other,NA,0.038473447902152,20191203
11/6/2012,Carson__TX,Obama,democrat,0.105111591072714,20191203
11/6/2012,Carson__TX,Romney,republican,0.882289416846652,20191203
11/6/2012,Carson__TX,Other,NA,0.0125989920806335,20191203
11/6/2012,Carson_City__NV,Obama,democrat,0.441313949997856,20191203
11/6/2012,Carson_City__NV,Romney,republican,0.53149792015095,20191203
11/6/2012,Carson_City__NV,Other,NA,0.0271881298511943,20191203
11/6/2012,Carter__KY,Obama,democrat,0.379770992366412,20191203
11/6/2012,Carter__KY,Romney,republican,0.592613381230355,20191203
11/6/2012,Carter__KY,Other,NA,0.027615626403233,20191203
11/6/2012,Carter__MO,Obama,democrat,0.269381922115041,20191203
11/6/2012,Carter__MO,Romney,republican,0.706680957484816,20191203
11/6/2012,Carter__MO,Other,NA,0.0239371204001429,20191203
11/6/2012,Carter__MT,Obama,democrat,0.120906801007557,20191203
11/6/2012,Carter__MT,Romney,republican,0.853904282115869,20191203
11/6/2012,Carter__MT,Other,NA,0.0251889168765743,20191203
11/6/2012,Carter__OK,Obama,democrat,0.28664875598645,20191203
11/6/2012,Carter__OK,Romney,republican,0.71335124401355,20191203
11/6/2012,Carter__OK,Other,NA,0,20191203
11/6/2012,Carter__TN,Obama,democrat,0.232284037444827,20191203
11/6/2012,Carter__TN,Romney,republican,0.751952272396566,20191203
11/6/2012,Carter__TN,Other,NA,0.015763690158607,20191203
11/6/2012,Carteret__NC,Obama,democrat,0.290030126418335,20191203
11/6/2012,Carteret__NC,Romney,republican,0.697553284342709,20191203
11/6/2012,Carteret__NC,Other,NA,0.012416589238956,20191203
11/6/2012,Carver__MN,Obama,democrat,0.392162422730108,20191203
11/6/2012,Carver__MN,Romney,republican,0.588952532183973,20191203
11/6/2012,Carver__MN,Other,NA,0.0188850450859184,20191203
11/6/2012,Cascade__MT,Obama,democrat,0.440689734984377,20191203
11/6/2012,Cascade__MT,Romney,republican,0.530754542298345,20191203
11/6/2012,Cascade__MT,Other,NA,0.0285557227172781,20191203
11/6/2012,Casey__KY,Obama,democrat,0.178295846330652,20191203
11/6/2012,Casey__KY,Romney,republican,0.805122311607289,20191203
11/6/2012,Casey__KY,Other,NA,0.0165818420620588,20191203
11/6/2012,Cass__IA,Obama,democrat,0.396668979875087,20191203
11/6/2012,Cass__IA,Romney,republican,0.5852879944483,20191203
11/6/2012,Cass__IA,Other,NA,0.0180430256766135,20191203
11/6/2012,Cass__IL,Obama,democrat,0.422254216371863,20191203
11/6/2012,Cass__IL,Romney,republican,0.556766762649116,20191203
11/6/2012,Cass__IL,Other,NA,0.020979020979021,20191203
11/6/2012,Cass__IN,Obama,democrat,0.379281124214392,20191203
11/6/2012,Cass__IN,Romney,republican,0.596214956570864,20191203
11/6/2012,Cass__IN,Other,NA,0.0245039192147447,20191203
11/6/2012,Cass__MI,Obama,democrat,0.426456202756781,20191203
11/6/2012,Cass__MI,Romney,republican,0.562872387727879,20191203
11/6/2012,Cass__MI,Other,NA,0.0106714095153402,20191203
11/6/2012,Cass__MN,Obama,democrat,0.424880738492039,20191203
11/6/2012,Cass__MN,Romney,republican,0.554922247692212,20191203
11/6/2012,Cass__MN,Other,NA,0.0201970138157487,20191203
11/6/2012,Cass__MO,Obama,democrat,0.348455420849263,20191203
11/6/2012,Cass__MO,Romney,republican,0.631979228425981,20191203
11/6/2012,Cass__MO,Other,NA,0.0195653507247562,20191203
11/6/2012,Cass__ND,Obama,democrat,0.470002031006702,20191203
11/6/2012,Cass__ND,Romney,republican,0.499018346760544,20191203
11/6/2012,Cass__ND,Other,NA,0.0309796222327534,20191203
11/6/2012,Cass__NE,Obama,democrat,0.358538587848933,20191203
11/6/2012,Cass__NE,Romney,republican,0.620361247947455,20191203
11/6/2012,Cass__NE,Other,NA,0.0211001642036125,20191203
11/6/2012,Cass__TX,Obama,democrat,0.248048863250763,20191203
11/6/2012,Cass__TX,Romney,republican,0.743383101459111,20191203
11/6/2012,Cass__TX,Other,NA,0.00856803529012555,20191203
11/6/2012,Cassia__ID,Obama,democrat,0.130776560266794,20191203
11/6/2012,Cassia__ID,Romney,republican,0.852072415435922,20191203
11/6/2012,Cassia__ID,Other,NA,0.0171510242972844,20191203
11/6/2012,Castro__TX,Obama,democrat,0.297310051911279,20191203
11/6/2012,Castro__TX,Romney,republican,0.693723454459651,20191203
11/6/2012,Castro__TX,Other,NA,0.00896649362907032,20191203
11/6/2012,Caswell__NC,Obama,democrat,0.484464172479391,20191203
11/6/2012,Caswell__NC,Romney,republican,0.506748799710119,20191203
11/6/2012,Caswell__NC,Other,NA,0.00878702781049008,20191203
11/6/2012,Catahoula__LA,Obama,democrat,0.335797758168376,20191203
11/6/2012,Catahoula__LA,Romney,republican,0.654424040066778,20191203
11/6/2012,Catahoula__LA,Other,NA,0.00977820176484617,20191203
11/6/2012,Catawba__NC,Obama,democrat,0.345813996925332,20191203
11/6/2012,Catawba__NC,Romney,republican,0.639904599071852,20191203
11/6/2012,Catawba__NC,Other,NA,0.0142814040028161,20191203
11/6/2012,Catoosa__GA,Obama,democrat,0.226581636962581,20191203
11/6/2012,Catoosa__GA,Romney,republican,0.754202213024749,20191203
11/6/2012,Catoosa__GA,Other,NA,0.01921615001267,20191203
11/6/2012,Catron__NM,Obama,democrat,0.263777673104098,20191203
11/6/2012,Catron__NM,Romney,republican,0.703721149317004,20191203
11/6/2012,Catron__NM,Other,NA,0.0325011775788978,20191203
11/6/2012,Cattaraugus__NY,Obama,democrat,0.404474753922129,20191203
11/6/2012,Cattaraugus__NY,Romney,republican,0.492323714180132,20191203
11/6/2012,Cattaraugus__NY,Other,NA,0.103201531897739,20191203
11/6/2012,Cavalier__ND,Obama,democrat,0.395360077332044,20191203
11/6/2012,Cavalier__ND,Romney,republican,0.577573707104882,20191203
11/6/2012,Cavalier__ND,Other,NA,0.0270662155630739,20191203
11/6/2012,Cayuga__NY,Obama,democrat,0.516699284545542,20191203
11/6/2012,Cayuga__NY,Romney,republican,0.373640476114088,20191203
11/6/2012,Cayuga__NY,Other,NA,0.10966023934037,20191203
11/6/2012,Cecil__MD,Obama,democrat,0.38975988700565,20191203
11/6/2012,Cecil__MD,Romney,republican,0.58394538606403,20191203
11/6/2012,Cecil__MD,Other,NA,0.0262947269303202,20191203
11/6/2012,Cedar__IA,Obama,democrat,0.515286558192559,20191203
11/6/2012,Cedar__IA,Romney,republican,0.469375064773552,20191203
11/6/2012,Cedar__IA,Other,NA,0.0153383770338895,20191203
11/6/2012,Cedar__MO,Obama,democrat,0.254259718775848,20191203
11/6/2012,Cedar__MO,Romney,republican,0.723904052936311,20191203
11/6/2012,Cedar__MO,Other,NA,0.0218362282878412,20191203
11/6/2012,Cedar__NE,Obama,democrat,0.221042916474389,20191203
11/6/2012,Cedar__NE,Romney,republican,0.756345177664975,20191203
11/6/2012,Cedar__NE,Other,NA,0.0226119058606368,20191203
11/6/2012,Centre__PA,Obama,democrat,0.490851118834918,20191203
11/6/2012,Centre__PA,Romney,republican,0.488337689943412,20191203
11/6/2012,Centre__PA,Other,NA,0.0208111912216701,20191203
11/6/2012,Cerro_Gordo__IA,Obama,democrat,0.558932169241101,20191203
11/6/2012,Cerro_Gordo__IA,Romney,republican,0.425117528542646,20191203
11/6/2012,Cerro_Gordo__IA,Other,NA,0.0159503022162525,20191203
11/6/2012,Chaffee__CO,Obama,democrat,0.486140317338941,20191203
11/6/2012,Chaffee__CO,Romney,republican,0.484610973045307,20191203
11/6/2012,Chaffee__CO,Other,NA,0.0292487096157522,20191203
11/6/2012,Chambers__AL,Obama,democrat,0.47026213127096,20191203
11/6/2012,Chambers__AL,Romney,republican,0.521935528026829,20191203
11/6/2012,Chambers__AL,Other,NA,0.00780234070221066,20191203
11/6/2012,Chambers__TX,Obama,democrat,0.189345096708517,20191203
11/6/2012,Chambers__TX,Romney,republican,0.79993213437394,20191203
11/6/2012,Chambers__TX,Other,NA,0.0107227689175433,20191203
11/6/2012,Champaign__IL,Obama,democrat,0.521076072946311,20191203
11/6/2012,Champaign__IL,Romney,republican,0.450643831595605,20191203
11/6/2012,Champaign__IL,Other,NA,0.0282800954580839,20191203
11/6/2012,Champaign__OH,Obama,democrat,0.382389663970468,20191203
11/6/2012,Champaign__OH,Romney,republican,0.59958742739265,20191203
11/6/2012,Champaign__OH,Other,NA,0.0180229086368818,20191203
11/6/2012,Chariton__MO,Obama,democrat,0.350431824129809,20191203
11/6/2012,Chariton__MO,Romney,republican,0.628631248364303,20191203
11/6/2012,Chariton__MO,Other,NA,0.0209369275058885,20191203
11/6/2012,Charles__MD,Obama,democrat,0.64840073382787,20191203
11/6/2012,Charles__MD,Romney,republican,0.334715907580229,20191203
11/6/2012,Charles__MD,Other,NA,0.0168833585919013,20191203
11/6/2012,Charles_City__VA,Obama,democrat,0.655009451795841,20191203
11/6/2012,Charles_City__VA,Romney,republican,0.329867674858223,20191203
11/6/2012,Charles_City__VA,Other,NA,0.0151228733459357,20191203
11/6/2012,Charles_Mix__SD,Obama,democrat,0.393995749202976,20191203
11/6/2012,Charles_Mix__SD,Romney,republican,0.592454835281615,20191203
11/6/2012,Charles_Mix__SD,Other,NA,0.0135494155154091,20191203
11/6/2012,Charleston__SC,Obama,democrat,0.50391757932557,20191203
11/6/2012,Charleston__SC,Romney,republican,0.48005961399321,20191203
11/6/2012,Charleston__SC,Other,NA,0.0160228066812197,20191203
11/6/2012,Charlevoix__MI,Obama,democrat,0.421504613200852,20191203
11/6/2012,Charlevoix__MI,Romney,republican,0.56777856635912,20191203
11/6/2012,Charlevoix__MI,Other,NA,0.0107168204400284,20191203
11/6/2012,Charlotte__FL,Obama,democrat,0.424009824992324,20191203
11/6/2012,Charlotte__FL,Romney,republican,0.566779244703715,20191203
11/6/2012,Charlotte__FL,Other,NA,0.0092109303039607,20191203
11/6/2012,Charlotte__VA,Obama,democrat,0.424381146151238,20191203
11/6/2012,Charlotte__VA,Romney,republican,0.561376737877247,20191203
11/6/2012,Charlotte__VA,Other,NA,0.0142421159715158,20191203
11/6/2012,Charlottesville__VA,Obama,democrat,0.757443684910768,20191203
11/6/2012,Charlottesville__VA,Romney,republican,0.222232417305134,20191203
11/6/2012,Charlottesville__VA,Other,NA,0.0203238977840987,20191203
11/6/2012,Charlton__GA,Obama,democrat,0.318012752391073,20191203
11/6/2012,Charlton__GA,Romney,republican,0.671360255047821,20191203
11/6/2012,Charlton__GA,Other,NA,0.0106269925611052,20191203
11/6/2012,Chase__KS,Obama,democrat,0.281667977970102,20191203
11/6/2012,Chase__KS,Romney,republican,0.688434303697876,20191203
11/6/2012,Chase__KS,Other,NA,0.029897718332022,20191203
11/6/2012,Chase__NE,Obama,democrat,0.136047134440279,20191203
11/6/2012,Chase__NE,Romney,republican,0.84841992501339,20191203
11/6/2012,Chase__NE,Other,NA,0.015532940546331,20191203
11/6/2012,Chatham__GA,Obama,democrat,0.554608388260854,20191203
11/6/2012,Chatham__GA,Romney,republican,0.434547262216003,20191203
11/6/2012,Chatham__GA,Other,NA,0.0108443495231432,20191203
11/6/2012,Chatham__NC,Obama,democrat,0.518174634531806,20191203
11/6/2012,Chatham__NC,Romney,republican,0.470311000733759,20191203
11/6/2012,Chatham__NC,Other,NA,0.0115143647344359,20191203
11/6/2012,Chattahoochee__GA,Obama,democrat,0.489261744966443,20191203
11/6/2012,Chattahoochee__GA,Romney,republican,0.493288590604027,20191203
11/6/2012,Chattahoochee__GA,Other,NA,0.0174496644295302,20191203
11/6/2012,Chattooga__GA,Obama,democrat,0.285349015597034,20191203
11/6/2012,Chattooga__GA,Romney,republican,0.697008437739709,20191203
11/6/2012,Chattooga__GA,Other,NA,0.0176425466632575,20191203
11/6/2012,Chautauqua__KS,Obama,democrat,0.171779141104294,20191203
11/6/2012,Chautauqua__KS,Romney,republican,0.8,20191203
11/6/2012,Chautauqua__KS,Other,NA,0.0282208588957055,20191203
11/6/2012,Chautauqua__NY,Obama,democrat,0.425017028683872,20191203
11/6/2012,Chautauqua__NY,Romney,republican,0.459131158707334,20191203
11/6/2012,Chautauqua__NY,Other,NA,0.115851812608794,20191203
11/6/2012,Chaves__NM,Obama,democrat,0.325448452592155,20191203
11/6/2012,Chaves__NM,Romney,republican,0.644983244628425,20191203
11/6/2012,Chaves__NM,Other,NA,0.0295683027794205,20191203
11/6/2012,Cheatham__TN,Obama,democrat,0.306876564352523,20191203
11/6/2012,Cheatham__TN,Romney,republican,0.676327229614017,20191203
11/6/2012,Cheatham__TN,Other,NA,0.0167962060334607,20191203
11/6/2012,Cheboygan__MI,Obama,democrat,0.438058748403576,20191203
11/6/2012,Cheboygan__MI,Romney,republican,0.547366839456089,20191203
11/6/2012,Cheboygan__MI,Other,NA,0.0145744121403351,20191203
11/6/2012,Chelan__WA,Obama,democrat,0.406573643410853,20191203
11/6/2012,Chelan__WA,Romney,republican,0.570604651162791,20191203
11/6/2012,Chelan__WA,Other,NA,0.0228217054263566,20191203
11/6/2012,Chemung__NY,Obama,democrat,0.462867752070837,20191203
11/6/2012,Chemung__NY,Romney,republican,0.460954013139103,20191203
11/6/2012,Chemung__NY,Other,NA,0.07617823479006,20191203
11/6/2012,Chenango__NY,Obama,democrat,0.447447447447447,20191203
11/6/2012,Chenango__NY,Romney,republican,0.461944703324014,20191203
11/6/2012,Chenango__NY,Other,NA,0.0906078492285389,20191203
11/6/2012,Cherokee__AL,Obama,democrat,0.218018202270171,20191203
11/6/2012,Cherokee__AL,Romney,republican,0.767563145515901,20191203
11/6/2012,Cherokee__AL,Other,NA,0.0144186522139278,20191203
11/6/2012,Cherokee__GA,Obama,democrat,0.202005701486459,20191203
11/6/2012,Cherokee__GA,Romney,republican,0.779006312360008,20191203
11/6/2012,Cherokee__GA,Other,NA,0.0189879861535329,20191203
11/6/2012,Cherokee__IA,Obama,democrat,0.410600155884645,20191203
11/6/2012,Cherokee__IA,Romney,republican,0.570849571317225,20191203
11/6/2012,Cherokee__IA,Other,NA,0.0185502727981294,20191203
11/6/2012,Cherokee__KS,Obama,democrat,0.341850425854626,20191203
11/6/2012,Cherokee__KS,Romney,republican,0.636565161591413,20191203
11/6/2012,Cherokee__KS,Other,NA,0.021584412553961,20191203
11/6/2012,Cherokee__NC,Obama,democrat,0.262532058754955,20191203
11/6/2012,Cherokee__NC,Romney,republican,0.721069402347089,20191203
11/6/2012,Cherokee__NC,Other,NA,0.016398538897956,20191203
11/6/2012,Cherokee__OK,Obama,democrat,0.429470152383615,20191203
11/6/2012,Cherokee__OK,Romney,republican,0.570529847616385,20191203
11/6/2012,Cherokee__OK,Other,NA,0,20191203
11/6/2012,Cherokee__SC,Obama,democrat,0.348096086265826,20191203
11/6/2012,Cherokee__SC,Romney,republican,0.640928127858278,20191203
11/6/2012,Cherokee__SC,Other,NA,0.0109757858758966,20191203
11/6/2012,Cherokee__TX,Obama,democrat,0.240295175492993,20191203
11/6/2012,Cherokee__TX,Romney,republican,0.749968994170904,20191203
11/6/2012,Cherokee__TX,Other,NA,0.00973583033610319,20191203
11/6/2012,Cherry__NE,Obama,democrat,0.142297650130548,20191203
11/6/2012,Cherry__NE,Romney,republican,0.834530026109661,20191203
11/6/2012,Cherry__NE,Other,NA,0.0231723237597911,20191203
11/6/2012,Chesapeake__VA,Obama,democrat,0.498546524790582,20191203
11/6/2012,Chesapeake__VA,Romney,republican,0.48811410459588,20191203
